birth_year,gender,x102,x103,x104,x108,x109,x113,x114,x118,x119,x130,x140,x210,x258,x323
56,1,1,1,1,2,7,2,1,3,20,12,2,10,1,35
63,2,1,1,1,2,6,2,2,3,20,12,2,4,1,33
50,1,1,1,1,2,8,2,3,3,20,13,3,16,1,44
52,2,1,1,1,2,1,2,3,2,20,9,2,15,1,40
36,1,1,1,1,2,6,2,1,3,20,14,1,30,1,85
42,2,4,1,1,2,6,2,1,2,20,7,1,20,1,34
60,2,4,2,1,1,6,1,2,3,20,10,1,7,1,39
27,2,1,1,1,2,6,2,2,3,21,7,1,25,NA,30
56,2,1,1,2,8,7,2,2,2,21,12,2,5,3,35
43,1,1,1,1,2,7,2,1,2,21,9,2,22,1,47
48,2,1,1,2,2,1,2,3,2,21,9,2,18,1,21
46,1,1,1,1,2,8,2,4,3,21,8,3,22,1,43
56,2,1,1,1,2,6,2,1,2,21,9,3,12,1,42
57,1,1,1,3,2,6,4,1,3,21,11,1,8,1,38
55,2,1,1,1,2,6,2,1,3,21,11,1,10,1,48
52,1,1,1,1,2,6,2,3,3,21,10,2,15,1,44
64,2,1,1,1,2,2,2,1,2,21,11,3,3,1,28
32,1,1,1,1,2,7,2,3,3,21,8,2,37,1,42
39,2,1,1,1,4,6,4,2,3,21,13,2,27,1,37
29,2,1,1,1,2,1,2,1,3,21,7,1,20,1,36
26,1,1,1,4,2,6,2,1,3,21,6,1,44,1,56
43,2,1,1,1,2,1,2,1,2,21,7,1,17,1,31
56,1,1,1,1,2,6,8,4,4,21,11,2,10,1,50
64,2,1,1,1,2,2,2,1,2,21,11,2,2,1,30
20,2,1,1,6,1,1,1,1,2,21,6,1,28,1,36
32,2,1,1,1,2,6,2,1,3,21,7,2,36,1,43
34,1,1,1,1,1,1,1,1,2,21,7,2,34,1,59
63,1,4,2,1,3,6,4,3,4,21,11,3,1,NA,25
54,1,1,1,1,2,6,2,2,4,21,9,1,13,1,41
55,2,1,1,1,2,2,2,2,2,21,10,1,8,1,34
28,1,4,2,7,1,1,1,2,1,21,3,1,39,1,41
60,2,1,1,1,2,2,4,1,3,20,12,2,4,1,36
53,1,1,1,1,5,4,2,4,4,20,11,2,14,1,41
48,2,1,1,1,2,6,2,2,3,20,12,2,14,1,42
47,1,1,1,1,2,5,2,3,2,20,10,2,20,1,52
48,1,1,1,1,2,6,2,1,3,20,13,2,19,1,47
47,2,1,1,1,2,6,2,1,3,20,10,2,19,1,43
16,1,1,1,1,3,2,2,1,2,20,13,1,41,3,187
47,2,1,1,1,6,5,5,4,4,20,17,3,10,1,55
52,2,1,1,1,4,4,4,2,4,21,15,1,5,1,49
55,1,1,1,1,6,5,6,4,4,21,14,1,7,1,43
50,2,1,1,1,6,4,2,2,4,21,15,1,16,1,49
55,1,1,1,1,5,4,4,1,4,21,11,2,10,1,38
59,2,1,1,1,2,2,5,2,4,21,13,2,5,1,36
50,1,1,1,1,2,6,2,2,4,21,12,3,13,1,55
27,1,1,1,1,2,8,2,1,4,21,10,1,40,1,43
29,2,1,1,1,2,6,2,1,4,21,10,1,21,1,41
64,2,1,1,1,2,8,2,4,3,21,9,3,3,1,29
52,2,1,1,1,2,7,2,1,5,21,17,1,16,1,42
51,2,1,1,1,4,3,2,1,5,21,17,1,9,1,42
44,1,1,1,1,2,6,2,4,2,18,7,2,24,1,39
47,2,1,1,1,2,8,2,1,2,18,7,2,21,1,41
44,2,1,1,1,2,6,2,3,3,18,11,1,11,NA,39
44,1,1,1,1,2,4,2,2,2,18,11,1,22,NA,76
47,2,1,1,1,2,6,2,2,3,18,8,1,22,NA,29
41,1,1,1,1,2,1,2,1,2,18,7,1,28,1,41
32,1,1,1,1,2,6,2,2,5,18,12,1,38,1,70
34,2,1,1,1,2,4,2,2,5,18,11,1,30,1,53
22,1,1,1,1,6,4,2,1,2,18,14,1,45,1,55
49,1,1,1,1,4,5,2,2,3,18,11,1,17,1,41
32,2,1,1,1,2,2,2,1,3,18,9,1,31,1,39
28,1,1,1,1,2,6,2,1,3,18,6,1,40,1,44
28,1,1,1,1,3,1,6,2,2,18,14,1,34,1,61
31,2,1,1,1,3,7,4,1,3,18,15,1,25,1,51
39,2,1,1,1,2,6,2,1,3,18,10,1,27,1,38
35,1,1,1,1,2,6,2,2,3,18,14,1,31,1,54
43,1,1,1,4,2,6,2,1,3,18,12,2,27,NA,40
60,2,4,2,1,1,8,1,1,1,18,8,2,6,1,31
23,2,1,1,1,2,1,2,1,2,18,6,1,30,1,45
23,1,1,1,1,2,1,2,1,2,18,7,1,44,NA,47
49,2,1,1,1,2,2,2,4,3,18,9,1,19,1,25
48,1,1,1,2,2,4,2,4,3,18,13,1,21,1,51
42,2,1,1,1,2,5,2,1,3,18,10,1,22,1,32
42,1,1,1,1,2,6,2,4,3,18,13,1,25,1,35
44,1,1,1,1,2,5,2,1,5,18,7,1,24,1,45
50,2,1,1,1,2,6,2,2,3,18,12,1,15,1,39
18,1,4,2,1,3,2,4,4,1,18,15,1,40,NA,100
58,1,1,1,1,3,6,2,1,2,18,9,3,10,1,44
59,1,1,1,1,2,6,2,1,3,18,11,2,8,1,47
54,2,1,1,1,2,2,4,4,3,18,18,1,6,1,38
42,1,1,1,2,2,6,2,2,3,18,17,1,16,1,54
44,2,1,1,1,1,6,2,3,4,18,17,1,16,1,56
47,1,1,1,1,2,6,2,2,2,18,9,1,20,1,40
48,2,1,1,1,2,4,2,2,3,18,12,1,14,1,31
51,2,1,1,1,2,8,5,1,3,18,12,1,14,1,42
45,2,1,1,1,2,6,2,2,3,18,8,3,10,1,41
61,1,1,1,1,8,6,2,1,3,18,12,1,7,1,36
45,2,1,1,1,2,5,2,2,3,18,7,3,23,1,38
20,2,1,1,1,2,1,2,1,2,18,6,1,45,NA,35
5,1,1,1,1,1,1,1,1,2,18,7,1,63,1,21
24,1,1,1,1,2,7,2,1,3,18,6,1,42,1,48
31,2,1,1,1,2,7,2,1,3,18,7,1,35,1,44
44,1,1,1,1,1,1,1,1,2,18,9,1,24,NA,47
42,2,1,1,1,1,5,1,1,2,18,7,1,20,1,36
46,1,4,2,1,1,6,1,1,1,18,13,1,20,2,33
62,2,1,1,1,4,4,3,1,3,18,12,3,5,1,35
56,1,1,1,1,5,2,6,4,3,18,14,3,12,1,55
58,2,1,1,1,2,7,2,2,4,18,9,1,10,1,37
52,1,1,1,1,2,6,2,3,3,18,15,1,15,1,47
44,1,1,1,1,2,6,2,1,3,18,7,1,24,1,30
45,2,1,1,1,2,2,2,4,3,18,11,1,21,1,39
51,2,1,1,1,2,6,4,1,4,18,11,1,16,1,27
48,1,1,1,1,4,2,2,1,4,18,12,1,20,1,55
51,1,1,1,1,2,8,2,3,3,18,13,1,17,1,44
53,2,1,1,3,2,6,2,3,3,18,9,1,16,1,35
40,1,1,1,1,2,6,2,4,4,18,15,1,26,1,65
54,1,1,1,1,2,2,2,4,5,18,12,1,12,2,40
57,2,1,1,1,5,4,6,4,2,18,11,1,10,2,11
31,1,1,1,1,2,2,2,1,2,18,9,3,37,1,47
56,1,1,1,1,2,7,2,1,4,18,10,2,12,1,38
42,2,1,1,1,3,5,3,4,3,18,11,1,24,2,21
40,1,1,1,1,2,1,2,1,2,18,10,1,28,1,43
28,1,1,1,1,1,1,1,1,2,18,7,1,40,2,35
47,1,1,1,1,2,8,3,3,4,18,14,1,20,1,42
54,2,1,1,1,2,6,4,3,2,18,13,1,14,1,37
36,1,1,1,1,3,1,2,1,3,18,7,1,34,1,40
43,2,1,1,1,2,8,2,1,2,18,7,1,24,1,35
45,1,1,1,1,2,2,2,2,3,18,19,1,20,1,56
50,2,1,1,1,2,2,2,4,4,18,13,1,17,1,47
45,1,1,1,1,2,2,5,1,4,18,15,1,16,1,55
50,2,1,1,1,3,5,2,3,3,18,15,1,16,1,58
24,1,1,1,3,1,6,1,1,2,18,6,1,44,1,38
31,2,1,1,1,2,1,2,1,2,18,7,1,18,1,34
61,1,4,2,1,1,1,1,1,1,5,8,1,4,1,29
28,2,1,1,6,2,5,2,1,2,5,7,3,18,1,41
46,2,1,1,1,2,1,2,1,2,5,11,3,19,1,34
49,2,4,2,1,4,6,4,2,3,5,14,1,16,1,40
52,1,1,1,2,8,0,2,2,4,5,11,1,15,1,46
30,2,1,1,1,2,2,2,1,4,5,10,1,37,1,43
59,1,1,1,1,2,5,3,2,4,5,14,3,4,1,38
30,1,4,2,1,2,6,2,1,1,5,7,1,38,1,47
41,2,1,1,1,2,1,2,1,2,5,8,1,20,1,44
58,1,2,1,1,4,4,3,4,4,5,13,2,8,1,37
66,2,1,1,1,2,7,4,3,4,5,9,2,2,1,27
61,1,1,1,1,4,4,4,4,4,5,12,2,7,1,44
62,2,1,1,1,2,4,2,3,4,5,12,2,6,1,41
50,2,4,2,1,3,8,3,3,1,5,15,1,11,1,47
38,2,1,1,1,1,7,2,4,4,5,10,1,30,1,40
39,1,1,1,2,1,7,2,2,4,5,13,1,28,1,51
49,1,4,2,1,6,5,6,3,1,5,16,2,9,1,66
57,1,1,1,1,2,2,2,1,4,5,12,1,7,1,40
24,1,1,1,1,2,1,2,1,2,5,10,1,46,1,47
56,2,1,1,1,4,5,2,2,4,5,20,1,9,1,40
51,1,1,1,2,2,6,2,3,4,5,9,1,17,1,39
22,2,1,1,1,2,2,2,1,2,5,7,1,30,1,37
55,1,4,2,1,2,2,4,3,1,5,11,2,12,1,41
59,2,4,2,1,2,7,2,4,1,5,10,2,7,1,43
53,2,1,1,1,2,1,2,1,2,5,9,2,14,1,36
45,1,1,1,1,2,6,2,1,4,5,8,2,23,1,35
33,2,1,1,1,2,6,2,1,2,5,12,1,20,1,42
43,1,1,1,1,2,1,2,1,2,5,11,1,24,1,60
63,2,1,1,1,3,6,4,3,4,5,11,3,3,1,38
63,2,1,1,2,2,7,4,4,2,5,12,3,5,1,34
38,1,4,2,1,1,6,1,1,1,5,10,1,30,1,36
39,2,4,2,1,1,1,1,1,1,5,7,1,13,1,40
27,2,1,1,1,1,8,1,1,4,5,8,3,42,1,37
21,1,1,1,1,1,2,1,1,4,5,7,1,48,1,48
26,2,1,1,1,5,9,4,1,4,5,16,1,36,1,49
63,1,1,1,2,2,8,4,4,4,5,9,3,4,1,31
31,1,4,2,1,4,4,3,1,1,5,11,3,38,1,44
51,2,1,1,1,3,6,2,3,3,5,13,1,12,1,43
50,1,1,1,1,2,6,2,3,2,5,16,1,15,1,65
51,2,1,1,1,6,4,4,1,3,5,12,2,14,1,44
46,1,1,1,3,8,0,4,1,4,5,20,2,18,1,44
43,1,1,1,1,2,6,2,1,4,5,10,3,24,1,41
48,2,1,1,1,6,5,3,1,3,18,15,1,16,1,39
32,1,1,1,1,1,1,2,2,2,18,17,3,32,1,42
34,2,1,1,1,3,5,1,1,4,18,12,1,17,2,55
20,2,1,1,1,2,3,2,1,2,18,10,3,45,1,43
45,2,1,1,1,2,2,4,1,4,18,12,1,23,1,47
48,1,1,1,1,3,5,2,1,4,18,12,1,16,1,48
33,1,1,1,1,2,4,2,1,2,18,6,2,35,1,53
41,2,1,1,1,8,5,5,3,5,18,14,2,19,1,51
34,1,4,2,1,1,5,1,1,1,18,6,1,34,1,44
34,2,4,2,1,1,1,1,4,1,18,7,1,22,1,48
33,2,1,1,1,3,1,2,1,2,18,12,1,27,1,53
22,1,1,1,1,2,1,2,1,2,18,6,1,43,1,40
47,1,1,1,1,2,2,3,1,3,18,15,1,22,1,85
49,2,1,1,1,2,5,2,2,3,18,12,1,15,1,47
32,1,1,1,1,2,1,2,1,1,18,10,1,36,1,55
35,2,1,1,1,2,2,2,1,3,18,11,1,22,1,35
31,1,1,1,1,4,2,2,2,4,18,14,1,31,1,54
39,1,1,1,1,2,1,2,1,2,18,18,1,22,1,55
43,2,1,1,1,2,4,4,2,4,18,15,1,22,1,44
26,2,1,1,1,4,1,2,1,2,18,7,1,40,1,41
47,2,1,1,3,3,1,3,3,5,18,13,1,16,NA,35
36,2,1,1,1,2,6,3,2,4,18,16,1,26,1,66
38,1,1,1,1,2,1,3,1,2,18,17,1,23,1,38
46,2,1,1,1,2,2,2,3,5,18,16,1,13,1,61
56,1,1,1,1,6,5,6,4,5,18,15,1,5,1,48
50,2,1,1,6,6,5,4,1,4,18,12,1,12,1,47
47,1,1,1,1,3,6,2,2,4,18,14,1,18,1,72
33,2,4,1,1,1,1,1,1,1,19,13,1,24,1,57
29,1,4,1,1,1,1,1,1,1,19,6,1,39,1,52
23,2,1,1,1,2,1,2,1,2,19,7,1,46,1,45
57,1,1,1,1,2,1,2,1,2,19,8,3,11,1,36
36,1,1,1,1,1,6,1,1,4,19,19,1,21,1,120
49,2,1,1,1,2,5,2,4,3,19,16,1,12,1,42
26,2,1,1,1,3,5,2,4,4,19,14,1,32,1,53
26,1,1,1,1,2,6,2,1,5,19,13,1,26,2,78
28,2,1,1,6,1,6,1,1,3,19,6,1,10,1,35
25,2,1,1,1,1,1,1,1,2,19,7,1,32,1,36
50,1,1,1,1,2,5,2,2,4,19,11,3,16,2,35
45,2,1,1,1,5,5,4,4,4,19,12,3,12,NA,35
60,2,1,1,1,2,6,2,3,4,19,11,2,7,1,34
29,1,1,1,1,1,1,1,1,2,19,6,1,33,1,46
37,2,1,1,1,1,2,1,1,2,19,11,1,25,1,44
64,2,1,1,1,6,2,6,1,5,1,11,3,3,1,39
28,1,1,1,1,2,7,2,1,5,1,17,1,42,3,100
33,2,1,1,1,3,2,2,1,2,1,15,1,17,1,50
51,2,1,1,1,3,4,2,1,5,1,13,3,13,1,44
47,1,1,1,1,2,1,2,2,3,1,15,2,17,1,40
39,2,4,2,1,5,2,2,1,1,1,15,1,14,1,39
30,1,1,1,1,3,1,4,1,5,1,15,1,30,1,81
22,2,1,1,1,2,6,2,3,2,1,6,1,19,1,38
60,2,1,1,1,3,7,2,3,5,1,9,1,8,1,41
32,2,1,1,1,4,9,4,4,4,1,12,1,22,1,40
36,2,1,1,1,2,7,3,1,5,1,16,1,19,1,61
37,1,1,1,1,5,7,2,1,5,1,17,1,22,1,77
45,2,1,1,1,3,8,2,4,5,1,12,1,14,1,11
27,1,1,1,1,2,2,2,1,2,1,7,1,40,2,16
64,2,1,1,1,2,5,3,2,5,1,11,2,4,1,32
64,1,1,1,3,2,2,2,4,5,1,10,2,6,1,38
46,1,1,1,1,4,5,3,1,2,1,14,2,16,1,89
27,1,1,1,1,2,7,2,1,3,1,9,1,40,1,58
29,2,1,1,1,5,4,5,1,4,1,10,1,20,1,48
26,1,1,1,1,3,2,5,1,5,1,10,1,38,2,97
23,2,1,1,1,2,8,3,1,5,1,9,1,32,1,85
43,2,1,1,1,6,5,3,2,3,1,19,3,24,1,61
19,1,1,1,1,2,8,2,1,3,1,14,1,48,1,67
20,2,1,1,1,4,8,2,2,4,1,11,1,39,1,93
49,1,1,1,1,2,2,2,2,2,1,12,1,15,1,39
37,1,1,1,1,2,2,2,2,5,1,15,1,28,1,65
35,2,2,2,1,4,1,4,1,1,1,13,1,23,1,36
29,2,1,1,1,2,5,2,4,5,1,13,1,24,1,45
28,1,1,1,1,1,1,1,1,2,1,13,1,38,1,101
47,1,1,1,2,1,5,4,4,5,1,10,1,19,1,56
48,2,1,1,1,2,6,2,2,5,1,15,1,11,1,47
32,2,1,1,2,8,0,1,4,5,1,8,2,24,1,41
19,1,1,1,1,4,1,3,1,2,1,11,1,42,1,132
23,2,1,1,1,2,1,2,1,2,1,7,1,19,1,35
59,1,1,1,1,2,6,8,4,5,1,14,3,3,1,41
27,2,1,1,1,2,7,2,4,3,1,8,3,38,1,40
19,1,1,1,1,2,1,2,1,2,1,15,1,49,1,59
42,1,1,1,1,2,6,2,1,5,1,12,1,21,1,60
42,2,1,1,1,3,2,3,4,4,1,13,1,25,1,32
48,1,1,1,1,2,2,2,1,2,1,13,1,13,1,48
50,2,1,1,1,3,5,4,2,3,1,12,1,16,1,46
23,2,1,1,1,2,7,2,1,5,1,8,1,23,1,35
21,1,1,1,1,4,2,4,1,5,1,13,1,41,1,33
64,1,1,1,1,2,6,2,1,5,1,11,3,1,1,34
42,2,1,1,6,2,8,2,1,5,1,12,3,20,1,40
35,2,1,1,6,4,6,2,1,2,1,10,1,32,1,43
30,1,1,1,1,4,4,3,2,2,1,8,1,35,1,55
58,1,4,1,1,3,2,3,4,1,1,12,3,11,1,44
36,2,1,1,1,2,6,4,4,5,1,19,1,22,1,69
44,1,1,1,1,6,4,4,1,5,1,18,1,17,1,87
50,2,1,1,1,2,6,2,1,2,1,15,1,14,1,73
31,1,1,1,1,1,5,1,1,5,1,12,3,36,1,94
31,2,1,1,1,2,5,1,3,4,1,10,1,33,1,72
38,2,1,1,1,4,5,2,1,5,1,8,1,25,1,37
40,2,4,2,1,6,5,3,4,1,1,18,1,17,1,100
37,1,1,1,1,6,4,4,2,5,1,17,1,23,1,49
30,1,4,2,1,5,2,1,1,1,1,15,1,31,1,64
38,1,1,1,1,2,6,2,1,5,1,14,1,30,1,74
41,2,1,1,2,2,7,2,4,5,1,12,1,9,1,40
22,1,1,1,1,5,4,2,1,5,1,8,2,46,1,47
23,2,1,1,1,2,2,2,1,2,1,12,1,41,1,58
34,1,4,2,1,1,1,1,1,1,1,3,1,33,1,39
47,1,1,1,1,4,4,4,2,3,1,21,2,19,1,48
43,2,1,1,1,4,4,5,2,5,1,27,2,26,1,52
24,1,1,1,1,2,4,2,2,5,1,15,1,39,1,101
26,2,1,1,1,6,5,5,1,5,1,12,1,15,1,39
42,1,1,1,1,5,3,6,1,5,1,22,1,20,1,64
40,2,1,1,1,3,6,4,4,5,1,14,1,21,1,53
21,1,1,1,1,2,4,2,3,5,1,15,1,37,1,93
23,2,1,1,1,5,3,2,1,5,1,14,1,5,1,52
46,1,1,1,1,4,7,3,3,5,1,14,1,10,1,47
51,1,1,1,1,4,5,4,2,3,1,16,2,8,1,63
51,2,1,1,1,2,2,2,4,5,1,15,2,11,1,66
28,2,1,1,1,1,1,1,1,4,1,11,1,24,1,42
33,2,1,1,1,1,1,1,1,2,1,8,1,24,1,41
42,2,1,1,1,6,5,4,2,5,1,11,2,24,1,39
45,1,1,1,1,2,6,2,3,3,1,9,2,23,1,42
46,2,1,1,1,2,1,2,1,2,1,10,1,13,1,51
43,2,1,1,1,2,8,2,1,3,1,8,1,22,1,44
42,1,1,1,1,2,4,1,1,3,1,9,1,26,1,44
44,2,1,1,1,2,4,3,3,5,1,14,1,8,1,41
42,1,2,1,1,1,6,1,4,2,1,13,1,20,1,72
19,1,1,1,1,2,6,4,1,3,1,15,1,50,1,55
29,2,4,2,1,4,5,1,1,1,1,14,1,35,1,62
45,2,1,1,1,2,6,2,4,4,1,9,3,22,1,34
27,2,3,1,1,6,2,2,4,2,1,10,1,40,1,42
20,2,1,1,1,3,6,2,1,5,1,9,1,34,1,45
65,2,1,1,1,3,7,2,4,3,1,11,3,2,1,34
28,2,1,1,1,2,7,2,1,5,1,8,1,8,NA,40
55,1,4,2,1,2,1,2,1,1,1,13,1,10,1,39
64,2,4,2,1,2,6,2,3,1,1,10,1,2,1,26
22,2,1,1,1,2,6,2,1,3,1,6,1,46,1,38
59,1,1,1,1,3,8,5,2,5,1,10,3,8,1,40
35,2,1,1,1,1,1,2,1,2,1,14,1,23,1,52
26,2,1,1,1,2,2,2,1,2,1,6,1,30,1,45
23,1,1,1,1,2,6,2,1,2,1,6,1,45,1,55
35,2,4,2,1,3,8,3,1,1,1,17,3,26,1,49
36,2,4,2,1,5,4,4,1,1,1,15,3,32,1,44
34,1,1,1,1,5,2,2,1,3,1,13,3,25,1,53
17,2,1,1,4,1,2,1,1,5,1,8,1,53,1,37
23,2,1,1,1,2,8,2,1,5,1,8,3,45,1,42
37,1,1,1,1,2,7,2,1,2,1,7,2,31,1,40
59,1,1,1,1,6,3,5,1,5,1,14,3,6,1,47
53,2,1,1,1,2,2,2,1,2,1,16,2,8,1,44
49,1,1,1,1,5,4,2,2,5,1,17,2,10,1,46
42,1,1,1,2,6,4,1,1,5,1,11,3,24,1,30
22,2,1,1,1,5,5,4,1,4,1,11,1,20,1,39
36,2,4,2,1,2,1,2,1,1,1,12,3,31,1,47
20,1,1,1,1,3,4,2,1,3,1,19,1,39,1,426
23,2,1,1,1,2,1,2,1,2,1,8,3,45,1,61
64,2,4,2,1,2,0,2,4,4,1,14,3,0,NA,30
64,1,4,2,1,1,9,2,2,3,1,11,3,2,1,37
34,1,4,2,1,1,6,4,4,1,1,7,1,30,1,45
27,2,4,2,1,1,1,1,2,1,1,7,1,15,1,39
38,2,1,1,1,2,2,2,1,4,1,8,1,28,1,21
60,1,4,2,2,4,2,1,1,1,1,9,3,5,1,40
30,2,1,1,1,1,1,3,1,2,1,6,1,25,1,42
60,1,1,1,1,2,6,4,2,3,1,11,3,9,1,39
28,1,4,2,1,1,1,1,1,1,1,9,1,39,1,117
42,1,1,1,1,2,8,2,1,2,1,7,2,NA,NA,40
51,1,4,2,1,1,1,1,1,1,1,17,1,4,1,60
43,2,1,1,1,3,1,1,4,2,1,9,1,22,1,25
45,1,1,1,1,2,7,1,1,2,1,8,1,21,1,61
52,1,1,1,1,5,4,2,1,5,1,12,3,17,1,47
54,1,1,1,2,8,0,6,4,5,1,12,3,11,1,47
50,2,1,1,1,2,5,4,4,5,1,9,1,16,1,35
61,1,1,1,1,8,7,5,4,3,1,11,2,7,1,35
50,2,1,1,1,2,5,2,1,3,1,16,2,18,1,52
36,1,1,1,1,2,5,1,3,5,1,14,3,30,1,75
20,2,1,1,1,3,6,2,2,3,1,11,1,45,1,80
39,2,1,1,1,1,1,1,1,2,1,7,1,14,1,44
31,1,1,1,1,1,6,1,1,3,1,12,1,34,1,49
18,2,4,2,1,2,5,3,1,1,1,8,1,42,NA,34
58,2,1,1,1,8,5,6,4,2,1,15,2,4,1,44
40,1,1,1,1,3,4,4,3,5,1,10,2,26,1,56
57,2,4,2,1,6,5,6,3,1,1,16,2,10,1,29
39,1,1,1,2,2,1,2,4,3,1,10,3,28,1,64
